src,dst,capacity_mbps,delay_ms,r_link
90,154,860,10.08,0.9549
90,160,671,7.38,0.9654
90,169,321,5.5,0.986
90,196,498,10.05,0.9563
90,212,539,11.35,0.9727
90,218,675,3.88,0.9845
90,246,230,5.98,0.973
91,145,454,13.77,0.9824
91,146,415,11.62,0.9882
91,204,306,6.3,0.9503
91,205,944,6.26,0.953
91,213,579,5.1,0.9634
91,218,754,7.59,0.9841
91,222,467,10.21,0.9777
91,229,241,12.51,0.9653
91,238,818,14.3,0.9795
92,125,296,14.09,0.953
92,143,942,12.05,0.9814
92,172,338,5.04,0.9653
92,173,185,14.21,0.9504
92,220,301,11.19,0.9971
92,226,529,10.59,0.9656
93,99,893,12.94,0.9557
93,103,561,5.01,0.9903
93,125,620,4.18,0.9563
93,167,516,3.68,0.9694
93,177,542,6.11,0.9977
93,187,613,3.87,0.9984
93,208,714,14.67,0.9537
93,211,204,14.79,0.9623
93,212,692,12.53,0.985
93,235,874,5.62,0.9571
94,191,324,14.67,0.9724
94,198,599,14.32,0.9569
94,211,799,4.39,0.9738
94,226,334,8.31,0.9871
94,246,258,9.31,0.9747
95,137,122,5.63,0.9941
95,144,639,3.71,0.9854
95,164,247,3.8,0.9613
95,169,870,5.48,0.9844
95,179,402,5.32,0.9859
95,240,881,3.13,0.9617
96,115,541,11.13,0.9626
96,125,662,3.06,0.9782
96,153,831,3.7,0.9645
96,177,115,11.5,0.9893
96,184,750,3.76,0.978
97,116,480,14.37,0.956
97,121,854,14.35,0.9956
97,130,438,5.0,0.9511
97,142,600,10.85,0.9856
97,201,863,13.61,0.9725
97,203,385,5.81,0.984
97,230,552,4.09,0.9668
98,132,788,12.93,0.9771
98,136,399,9.6,0.9962
98,144,262,6.02,0.95
98,188,246,12.83,0.9545
98,205,270,7.88,0.9676
99,109,896,6.61,0.9619
99,113,817,5.48,0.9932
99,124,451,11.85,0.9799
99,130,407,5.78,0.9924
99,134,621,13.39,0.993
99,157,398,4.67,0.9512
99,172,265,13.92,0.9878
99,182,758,11.45,0.9866
99,196,475,7.95,0.9566
99,204,941,6.15,0.9755
99,207,986,5.61,0.9965
100,121,626,8.21,0.9789
100,157,179,14.72,0.9882
100,163,163,9.32,0.9568
100,198,852,10.8,0.9531
100,207,148,3.58,0.9934
101,119,511,10.14,0.9677
101,129,210,14.68,0.9609
101,130,447,14.35,0.9828
101,152,968,9.28,0.9633
101,161,445,5.31,0.961
101,162,125,10.0,0.9506
101,167,101,4.74,0.9543
101,198,550,14.69,0.9695
101,214,395,9.07,0.9632
101,247,712,13.37,0.982
102,108,280,6.7,0.9707
102,114,145,14.31,0.9698
102,136,918,14.14,0.97
102,152,684,9.5,0.9519
102,201,782,5.28,0.9507
102,214,838,12.15,0.9763
102,230,403,8.9,0.9657
102,237,494,7.33,0.9772
102,242,889,8.71,0.995
103,118,239,3.16,0.9642
103,137,136,13.72,0.9743
103,150,570,14.74,0.9773
103,161,112,7.91,0.9745
103,178,970,10.96,0.956
103,180,480,5.17,0.9542
103,205,483,10.47,0.963
103,230,343,11.05,0.9772
104,153,393,9.92,0.984
104,154,426,6.74,0.9953
104,160,362,13.79,0.9852
104,163,228,4.28,0.9685
104,196,752,8.14,0.9961
104,203,512,9.45,0.9782
105,117,785,5.06,0.9941
105,118,227,7.59,0.9965
105,134,920,8.6,0.9775
105,169,340,9.66,0.9529
105,177,562,5.66,0.9546
105,192,306,12.91,0.9781
105,198,399,4.38,0.9559
105,203,315,8.83,0.9845
105,229,168,10.96,0.9795
105,241,238,8.77,0.9925
105,242,837,6.44,0.977
106,134,838,11.61,0.9562
106,159,571,11.45,0.9646
106,171,339,5.26,0.9727
106,179,755,12.86,0.9904
106,184,724,5.84,0.9526
106,195,266,14.89,0.9622
106,226,907,7.02,0.9815
106,233,884,7.85,0.9737
106,234,635,12.41,0.966
107,115,477,13.94,0.9681
107,125,955,12.29,0.9971
107,132,999,13.08,0.9711
107,150,500,12.25,0.9562
107,193,913,11.73,0.9845
107,194,737,7.28,0.9867
107,203,286,6.14,0.9636
107,220,145,9.57,0.9726
107,231,192,10.7,0.9578
108,118,363,14.44,0.9768
108,178,116,12.52,0.993
108,234,415,14.1,0.9729
108,238,851,14.48,0.9665
108,248,715,12.38,0.9946
109,134,398,9.15,0.9935
109,135,641,13.36,0.9855
109,137,730,14.4,0.955
109,149,518,13.12,0.9704
109,158,173,3.3,0.9664
109,171,577,3.21,0.9643
109,185,894,5.16,0.9682
109,203,554,4.46,0.9706
109,210,576,6.79,0.975
109,218,322,11.6,0.9692
109,240,464,10.51,0.9513
110,128,636,3.57,0.9501
110,145,429,13.72,0.9566
110,151,204,8.61,0.9848
110,168,741,9.04,0.9966
110,183,888,8.06,0.9926
110,186,794,7.62,0.993
110,211,875,11.1,0.9732
110,218,551,14.46,0.951
110,223,661,12.1,0.9817
110,249,357,6.72,0.9694
111,118,401,10.84,0.9826
111,134,560,8.01,0.9609
111,157,158,12.04,0.9963
111,163,941,10.82,0.9967
111,187,664,6.71,0.9852
111,218,576,10.63,0.9876
111,222,359,9.14,0.9739
111,249,682,10.33,0.9752
112,154,306,11.66,0.9717
112,199,366,7.02,0.9846
112,238,787,12.44,0.9931
112,246,464,13.42,0.9766
113,128,893,4.9,0.9686
113,159,666,8.89,0.975
113,175,309,9.31,0.9501
114,125,134,13.72,0.9834
114,147,653,13.51,0.9766
114,157,457,11.45,0.9773
114,173,936,8.84,0.9595
114,218,432,9.4,0.9947
114,222,793,13.37,0.952
115,184,786,4.32,0.9673
115,192,466,14.84,0.964
115,207,485,4.83,0.984
115,227,659,12.23,0.9842
116,137,691,3.97,0.994
116,161,346,8.8,0.9846
116,190,508,9.2,0.9921
116,197,338,14.26,0.9541
116,209,213,5.93,0.9741
116,217,877,14.8,0.9851
117,131,890,3.04,0.9828
117,223,907,10.3,0.987
117,235,724,4.65,0.9582
117,236,139,14.08,0.961
118,190,393,5.72,0.9789
118,200,771,10.41,0.9637
118,237,634,13.36,0.9952
119,165,105,6.91,0.9659
119,167,863,11.32,0.9514
119,193,538,8.51,0.9928
119,220,920,14.56,0.9881
119,226,133,13.92,0.9967
119,235,794,9.9,0.9558
120,170,693,4.68,0.9979
120,180,135,13.75,0.974
120,198,266,7.96,0.9949
120,220,870,9.87,0.9556
120,222,813,3.8,0.9617
120,227,582,8.35,0.9669
120,237,965,11.24,0.9865
121,124,841,10.18,0.9733
121,165,251,13.18,0.9515
121,209,107,3.13,0.9904
121,222,854,11.58,0.9626
121,234,582,5.09,0.9713
122,135,336,14.33,0.9947
122,167,470,11.24,0.9574
122,177,442,5.22,0.9927
122,187,453,9.72,0.9958
122,188,321,7.92,0.9902
122,215,547,12.28,0.9754
122,218,821,5.59,0.9982
123,125,203,14.12,0.9836
123,135,285,4.0,0.9753
123,155,205,8.57,0.9734
123,190,574,6.71,0.953
123,202,869,8.6,0.9677
123,203,511,10.02,0.9839
123,209,133,11.92,0.9956
124,138,519,7.53,0.992
124,141,172,9.73,0.9677
124,160,513,6.73,0.9949
124,206,501,10.29,0.9896
124,224,660,10.84,0.956
124,245,635,4.8,0.9885
125,162,1000,14.4,0.9839
125,175,874,13.59,0.9879
125,195,286,5.11,0.9624
125,210,566,13.84,0.9984
125,223,667,13.23,0.9624
126,144,932,9.72,0.9544
126,155,237,11.04,0.9695
126,185,557,7.34,0.9906
126,229,686,9.2,0.9642
126,235,715,14.22,0.9751
127,192,839,14.98,0.96
127,209,259,10.18,0.9604
127,237,549,11.09,0.9886
128,145,289,5.41,0.9839
128,150,967,14.26,0.9709
128,176,729,13.76,0.9628
128,201,884,12.93,0.9885
128,215,143,9.78,0.962
128,241,911,9.33,0.9866
129,130,208,4.28,0.994
129,157,310,13.18,0.9795
129,179,967,4.77,0.9541
129,215,721,5.71,0.9583
129,230,338,7.53,0.9626
129,237,676,14.13,0.9795
130,182,129,5.44,0.9805
130,220,929,3.22,0.9619
130,225,864,13.29,0.9863
131,138,882,7.58,0.9845
131,148,212,7.85,0.9572
131,157,138,9.51,0.9634
131,167,541,7.53,0.9649
131,180,693,8.27,0.9918
132,206,707,13.88,0.9679
132,221,800,5.15,0.9766
132,227,348,10.93,0.9781
132,228,258,7.19,0.9631
133,159,717,9.39,0.9816
133,162,643,5.56,0.999
133,194,628,11.84,0.9984
133,220,670,14.63,0.9964
133,230,724,5.59,0.9927
133,241,719,3.76,0.976
133,245,755,3.99,0.9832
134,145,295,10.99,0.9935
134,157,460,12.28,0.9835
134,165,233,12.6,0.9522
134,239,518,4.89,0.9731
134,240,340,6.79,0.9747
135,201,951,12.38,0.9968
135,205,203,13.28,0.9679
135,210,453,3.97,0.9889
135,215,290,4.58,0.9639
135,223,782,12.34,0.9948
135,226,248,9.94,0.9812
136,150,343,8.22,0.969
136,172,481,3.33,0.9948
136,225,686,12.59,0.965
136,227,385,5.79,0.9785
136,246,631,11.92,0.9949
137,153,985,5.94,0.9763
137,162,563,12.17,0.9587
137,200,668,9.42,0.9523
137,239,588,12.59,0.9914
138,148,428,11.99,0.99
138,153,488,5.72,0.9725
138,193,167,13.75,0.9531
138,194,625,10.68,0.9836
138,220,641,3.34,0.959
139,186,456,6.61,0.9944
139,222,920,3.8,0.9742
139,245,374,7.54,0.9726
140,143,501,7.32,0.9788
140,146,928,11.87,0.9535
140,159,375,5.29,0.9912
140,175,458,14.97,0.9756
140,204,785,14.79,0.953
140,211,372,13.92,0.9506
140,238,404,10.07,0.9703
140,249,118,7.5,0.9598
141,150,383,6.3,0.9802
141,156,536,12.39,0.966
141,174,1000,3.9,0.9692
141,180,743,13.26,0.9878
141,198,936,10.91,0.9681
142,181,520,14.62,0.974
142,194,485,12.7,0.9852
143,154,807,9.55,0.953
143,179,622,10.35,0.9576
143,184,990,8.17,0.9555
143,198,641,8.3,0.9707
143,216,908,6.43,0.965
143,237,107,8.79,0.9834
143,239,470,11.48,0.9762
144,147,989,4.37,0.995
144,157,883,13.78,0.9818
144,160,760,4.73,0.9908
144,163,816,4.75,0.9663
144,211,120,11.37,0.9595
144,236,311,3.89,0.9953
144,241,625,14.05,0.9644
145,149,845,8.08,0.9519
145,176,886,11.54,0.9759
145,179,356,5.67,0.9517
145,239,597,7.82,0.9802
145,246,849,6.48,0.9776
146,147,477,11.7,0.9772
146,150,794,3.03,0.9751
146,152,728,14.06,0.9576
146,165,152,7.48,0.9966
146,172,948,13.87,0.9732
146,175,612,9.66,0.9517
146,220,287,5.08,0.9896
146,228,112,6.24,0.9607
147,161,153,7.61,0.9982
147,175,385,11.76,0.9549
148,215,611,11.71,0.9978
148,229,901,11.74,0.9593
148,230,226,8.96,0.9613
148,236,320,8.91,0.9634
149,182,360,7.61,0.9761
149,186,585,10.64,0.9962
149,191,749,11.86,0.9516
149,220,636,8.03,0.9669
149,223,449,3.77,0.9546
150,153,849,7.01,0.9641
150,161,184,3.2,0.9844
150,167,647,5.69,0.9692
150,195,620,11.18,0.9886
150,211,175,5.55,0.9897
151,162,804,5.98,0.9539
151,170,763,5.08,0.9871
151,211,301,9.25,0.9764
151,216,849,12.05,0.9823
151,245,995,7.32,0.9847
152,171,548,12.65,0.9982
152,196,223,4.94,0.9982
152,203,334,10.01,0.9597
152,207,327,12.45,0.9728
152,215,358,13.2,0.9576
153,163,588,4.36,0.9946
153,172,165,14.87,0.9724
153,173,642,6.13,0.9654
153,175,198,9.81,0.9628
153,205,295,5.29,0.9523
153,211,250,5.35,0.9519
153,232,710,6.49,0.9849
153,239,836,7.23,0.9988
153,241,263,8.81,0.9897
154,171,721,6.58,0.969
154,229,753,11.67,0.9591
155,166,215,7.56,0.9814
155,186,162,14.76,0.9786
155,224,397,9.19,0.9893
155,227,841,9.97,0.9887
156,169,934,7.25,0.9521
156,214,469,10.59,0.9911
156,221,460,7.11,0.9976
157,164,212,8.76,0.9803
157,179,265,5.53,0.9886
157,187,902,11.92,0.988
157,216,124,7.33,0.956
157,227,680,14.13,0.9817
158,160,839,12.41,0.9608
158,179,301,9.38,0.9977
158,235,863,8.73,0.9515
158,245,856,13.01,0.9685
159,168,855,3.72,0.9522
159,176,797,13.78,0.9933
159,180,656,10.08,0.9679
159,191,614,6.42,0.9796
159,216,686,4.49,0.9871
159,231,894,3.51,0.9559
160,163,620,12.71,0.9894
160,179,710,9.25,0.9584
160,201,1000,4.89,0.9854
160,209,932,8.53,0.952
160,214,591,14.69,0.9744
161,169,382,3.79,0.9577
161,206,637,7.98,0.9756
161,232,118,5.62,0.9663
162,184,875,11.44,0.997
163,167,524,3.15,0.9892
163,170,383,8.34,0.9846
163,175,222,3.13,0.9549
163,186,265,4.21,0.9525
163,199,645,11.31,0.9648
163,200,816,8.63,0.9576
163,212,327,4.25,0.9791
163,221,585,4.71,0.9846
164,226,676,4.24,0.9781
165,196,297,10.6,0.9849
165,203,364,10.07,0.981
165,234,285,11.21,0.9822
165,235,681,10.15,0.9888
166,210,328,14.08,0.9869
166,211,360,13.64,0.9965
166,229,172,7.33,0.9956
166,238,943,10.25,0.9908
167,187,170,8.17,0.991
167,198,570,7.38,0.966
167,223,313,8.87,0.9514
167,224,813,5.8,0.9825
167,239,692,9.02,0.9959
167,248,548,6.8,0.9538
168,198,951,9.2,0.9595
168,201,497,14.3,0.977
168,219,410,11.47,0.9797
169,178,971,8.54,0.9515
169,194,612,10.23,0.9859
169,214,845,3.77,0.9655
169,218,624,8.16,0.989
169,223,211,12.41,0.9655
169,228,813,14.76,0.9856
169,241,500,14.44,0.9689
169,242,995,6.46,0.9623
170,175,426,4.88,0.9797
170,176,334,12.05,0.9839
170,190,894,8.22,0.9697
170,204,237,4.11,0.9815
170,229,840,4.49,0.9566
171,221,200,14.49,0.9935
171,223,408,8.7,0.9987
172,175,348,11.4,0.9618
172,179,408,10.64,0.9622
172,203,959,6.62,0.9743
172,235,364,14.47,0.9697
172,245,563,7.74,0.9941
173,190,694,8.34,0.9824
173,195,331,3.7,0.9808
173,199,503,10.98,0.9605
173,230,169,9.45,0.9798
174,181,611,13.08,0.9933
174,208,516,8.84,0.9911
174,220,884,5.95,0.9864
175,214,637,12.86,0.9677
175,215,907,10.1,0.9924
175,222,722,3.18,0.9851
175,241,519,13.14,0.9635
176,188,473,13.85,0.9817
176,198,227,10.57,0.9508
177,195,551,9.9,0.9971
177,206,601,11.14,0.9631
177,207,265,13.96,0.9671
177,236,352,13.86,0.974
178,199,306,4.24,0.9568
179,183,736,4.54,0.9692
179,187,521,12.63,0.9963
179,212,103,8.2,0.9734
179,232,282,5.74,0.9753
179,244,521,14.07,0.9929
180,190,398,7.98,0.9839
180,197,128,12.18,0.9989
180,229,996,14.57,0.9535
180,247,957,8.93,0.9757
181,198,509,11.25,0.9546
181,229,797,4.49,0.9613
183,192,904,9.14,0.9737
183,200,104,8.69,0.9695
183,201,591,6.95,0.9511
183,207,971,12.38,0.9916
183,210,221,3.28,0.9577
183,226,395,6.73,0.9865
184,195,972,4.0,0.9921
184,205,165,11.21,0.9564
184,212,968,4.59,0.9664
184,235,505,11.12,0.9957
185,207,293,9.17,0.9971
185,211,833,13.6,0.9508
185,228,883,10.96,0.9865
185,233,516,8.47,0.953
185,235,137,6.05,0.969
185,247,189,13.81,0.959
186,201,216,5.52,0.9773
187,226,945,5.79,0.9789
188,209,293,10.21,0.9661
188,225,428,11.85,0.985
188,238,870,7.13,0.9782
188,242,129,11.13,0.9641
189,196,436,4.28,0.9759
189,199,897,12.29,0.9849
189,233,375,4.77,0.9652
190,195,755,3.21,0.9638
190,205,668,13.06,0.995
190,219,537,14.61,0.9523
190,222,932,4.17,0.9876
190,226,810,9.84,0.9554
190,227,427,3.71,0.9917
190,228,356,3.93,0.962
192,238,756,11.59,0.9924
192,247,615,9.63,0.9754
193,222,430,13.06,0.9865
194,197,859,5.94,0.9746
194,224,667,3.79,0.9678
194,228,636,13.64,0.9562
194,230,614,4.11,0.998
194,241,972,8.69,0.9884
194,247,983,4.84,0.9622
195,214,298,13.58,0.9653
195,229,664,4.85,0.9905
195,238,457,4.97,0.9691
196,197,133,13.43,0.9759
196,202,820,4.57,0.9514
197,226,477,7.11,0.9684
197,241,413,12.79,0.9718
197,242,194,5.26,0.9531
197,245,594,11.34,0.9713
198,206,805,7.2,0.9748
198,217,652,13.25,0.9886
198,241,146,9.65,0.9656
199,240,166,8.91,0.9792
200,204,431,14.57,0.9826
200,208,469,14.72,0.9968
201,227,422,6.45,0.977
201,230,524,3.42,0.9698
201,249,847,13.91,0.9634
203,214,854,4.37,0.9868
203,216,565,3.21,0.9788
203,244,405,12.55,0.9655
204,227,873,9.66,0.9581
204,234,826,10.07,0.9953
204,239,275,3.84,0.9671
205,232,806,13.0,0.9586
205,246,906,12.15,0.9819
206,208,645,5.52,0.9539
206,237,355,14.22,0.9562
206,242,945,7.53,0.95
206,249,714,12.19,0.9692
207,211,966,14.25,0.9748
207,224,789,8.74,0.9903
208,248,246,8.26,0.9877
209,215,919,4.25,0.9897
209,234,217,7.46,0.9545
209,235,696,12.75,0.9648
210,228,605,3.69,0.9814
210,239,772,14.27,0.9818
212,235,328,9.7,0.9981
213,231,787,3.05,0.9818
213,237,325,7.66,0.9658
214,221,371,4.89,0.9675
214,226,570,10.84,0.9721
215,226,283,14.65,0.9821
215,232,816,5.81,0.9857
216,231,673,10.68,0.9771
218,236,502,7.04,0.963
219,234,445,5.68,0.9833
220,224,930,12.99,0.9781
220,236,118,7.4,0.9795
221,233,146,8.42,0.9684
222,223,785,11.31,0.9683
222,226,558,8.13,0.9914
223,224,376,9.87,0.9618
223,231,809,10.88,0.9651
223,241,177,13.16,0.9971
224,244,571,14.68,0.977
225,235,984,13.15,0.9746
226,232,130,5.19,0.9525
226,238,293,14.42,0.9838
226,249,268,4.85,0.9537
228,238,486,13.85,0.9703
229,237,878,12.84,0.98
229,241,206,7.23,0.9699
230,233,974,12.43,0.9689
231,232,273,9.71,0.9561
231,244,824,9.43,0.9963
231,247,459,6.59,0.9845
232,245,529,14.71,0.9563
233,234,899,11.37,0.9731
233,241,268,6.66,0.9595
233,248,945,7.01,0.9838
236,247,874,7.92,0.9759
237,249,756,6.43,0.9544
244,249,224,9.05,0.9532
